ticker,status,days_expected,days_with_success,days_with_parquet_no_success,days_missing,first_day_expected,first_day_found,last_day_found,issue_summary
CERU,INCOMPLETE_NO_SUCCESS,1215,0,821,394,2014-04-21,2014-04-21,2017-07-20,821 dias sin _SUCCESS
CETC,INCOMPLETE_NO_SUCCESS,803,0,346,457,2015-11-23,2015-11-23,2017-04-07,346 dias sin _SUCCESS
CETX,INCOMPLETE_NO_SUCCESS,803,0,781,22,2015-11-23,2015-11-23,2018-12-31,781 dias sin _SUCCESS
CEVA,INCOMPLETE_NO_SUCCESS,1864,0,1813,51,2011-10-17,2011-10-17,2018-12-31,1813 dias sin _SUCCESS
CFBK,EMPTY,1853,0,0,1853,2011-11-01,,,Directorio vacio
CFCB,EMPTY,798,0,0,798,2015-11-30,,,Directorio vacio
CFCO,INCOMPLETE_NO_SUCCESS,556,0,249,307,2016-11-07,2016-11-07,2017-11-30,249 dias sin _SUCCESS
CFFI,EMPTY,1859,0,0,1859,2011-10-24,,,Directorio vacio
CFFN,INCOMPLETE_NO_SUCCESS,1864,0,1813,51,2011-10-17,2011-10-17,2018-12-31,1813 dias sin _SUCCESS
CFNB,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
CFNL,INCOMPLETE_NO_SUCCESS,1864,0,1387,477,2011-10-17,2011-10-17,2017-04-21,1387 dias sin _SUCCESS
CGBD,INCOMPLETE_NO_SUCCESS,287,0,280,7,2017-11-20,2017-11-20,2018-12-31,280 dias sin _SUCCESS
CGC,INCOMPLETE_NO_SUCCESS,156,0,154,2,2018-05-24,2018-05-24,2018-12-31,154 dias sin _SUCCESS
CGEN,INCOMPLETE_NO_SUCCESS,1864,0,1813,51,2011-10-17,2011-10-17,2018-12-31,1813 dias sin _SUCCESS
CGI,INCOMPLETE_NO_SUCCESS,1864,0,1625,239,2011-10-17,2011-10-17,2018-04-03,1625 dias sin _SUCCESS
CGNT,INCOMPLETE_NO_SUCCESS,971,0,770,201,2015-04-01,2015-04-01,2018-04-20,770 dias sin _SUCCESS
CGO,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
CHCI,INCOMPLETE_NO_SUCCESS,1864,0,1810,54,2011-10-17,2011-10-17,2018-12-31,1810 dias sin _SUCCESS
CHCO,INCOMPLETE_NO_SUCCESS,1864,0,1813,51,2011-10-17,2011-10-17,2018-12-31,1813 dias sin _SUCCESS
CHCT,INCOMPLETE_NO_SUCCESS,803,0,781,22,2015-11-23,2015-11-23,2018-12-31,781 dias sin _SUCCESS
CHEK,INCOMPLETE_NO_SUCCESS,978,0,941,37,2015-03-23,2015-03-23,2018-12-31,941 dias sin _SUCCESS
CHFN,INCOMPLETE_NO_SUCCESS,1864,0,1731,133,2011-10-17,2011-10-17,2018-08-31,1731 dias sin _SUCCESS
CHGG,INCOMPLETE_NO_SUCCESS,1326,0,1293,33,2013-11-13,2013-11-13,2018-12-31,1293 dias sin _SUCCESS
CHI,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
CHMG,INCOMPLETE_NO_SUCCESS,1578,0,1518,60,2012-11-21,2012-11-21,2018-12-31,1518 dias sin _SUCCESS
CHMI,INCOMPLETE_NO_SUCCESS,1348,0,1313,35,2013-10-14,2013-10-14,2018-12-31,1313 dias sin _SUCCESS
CHMT,INCOMPLETE_NO_SUCCESS,1864,0,1387,477,2011-10-17,2011-10-17,2017-04-20,1387 dias sin _SUCCESS
CHNR,EMPTY,1863,0,0,1863,2011-10-18,,,Directorio vacio
CHRS,INCOMPLETE_NO_SUCCESS,1073,0,1045,28,2014-11-06,2014-11-06,2018-12-31,1045 dias sin _SUCCESS
CHUBA,INCOMPLETE_NO_SUCCESS,561,0,390,171,2016-10-31,2016-10-31,2018-05-18,390 dias sin _SUCCESS
CHUBK,INCOMPLETE_NO_SUCCESS,561,0,390,171,2016-10-31,2016-10-31,2018-05-18,390 dias sin _SUCCESS
CHW,INCOMPLETE_NO_SUCCESS,1864,0,1813,51,2011-10-17,2011-10-17,2018-12-31,1813 dias sin _SUCCESS
CHY,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
CIA,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
CIE,INCOMPLETE_NO_SUCCESS,1864,0,1553,311,2011-10-17,2011-10-17,2017-12-13,1553 dias sin _SUCCESS
CIFC,INCOMPLETE_NO_SUCCESS,1487,0,921,566,2013-04-01,2013-04-01,2016-11-21,921 dias sin _SUCCESS
CIM,MISSING,1864,0,0,1864,2011-10-17,,,TICKER_DIR_MISSING
CIO,MISSING,1215,0,0,1215,2014-04-21,,,TICKER_DIR_MISSING
CIVB,INCOMPLETE_NO_SUCCESS,803,0,780,23,2015-11-23,2015-11-23,2018-12-31,780 dias sin _SUCCESS
CJES,INCOMPLETE_NO_SUCCESS,1864,0,1198,666,2011-10-17,2011-10-17,2016-07-20,1198 dias sin _SUCCESS
CKEC,INCOMPLETE_NO_SUCCESS,1864,0,1306,558,2011-10-17,2011-10-17,2016-12-21,1306 dias sin _SUCCESS
CKP,INCOMPLETE_NO_SUCCESS,1864,0,1151,713,2011-10-17,2011-10-17,2016-05-13,1151 dias sin _SUCCESS
CLAC,INCOMPLETE_NO_SUCCESS,1333,0,536,797,2013-11-04,2013-11-04,2017-06-29,536 dias sin _SUCCESS
CLAR,INCOMPLETE_NO_SUCCESS,287,0,279,8,2017-11-20,2017-11-20,2018-12-31,279 dias sin _SUCCESS
CLB,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
CLBH,EMPTY,1844,0,0,1844,2011-11-14,,,Directorio vacio
CLBK,EMPTY,166,0,0,166,2018-05-10,,,Directorio vacio
CLC,INCOMPLETE_NO_SUCCESS,1862,0,1348,514,2011-10-19,2011-10-19,2017-02-28,1348 dias sin _SUCCESS
CLCD,INCOMPLETE_NO_SUCCESS,803,0,318,485,2015-11-23,2015-11-23,2017-02-28,318 dias sin _SUCCESS
CLDT,INCOMPLETE_NO_SUCCESS,1864,0,586,1278,2011-10-17,2011-10-17,2014-02-14,586 dias sin _SUCCESS
CLDX,INCOMPLETE_NO_SUCCESS,1864,0,1819,45,2011-10-17,2011-10-17,2018-12-31,1819 dias sin _SUCCESS
CLFD,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
CLGN,INCOMPLETE_NO_SUCCESS,156,0,140,16,2018-05-24,2018-05-24,2018-12-31,140 dias sin _SUCCESS
CLIR,INCOMPLETE_NO_SUCCESS,1727,0,1682,45,2012-04-25,2012-04-25,2018-12-31,1682 dias sin _SUCCESS
CLMS,INCOMPLETE_NO_SUCCESS,1864,0,1345,519,2011-10-17,2011-10-17,2017-02-21,1345 dias sin _SUCCESS
CLMT,INCOMPLETE_NO_SUCCESS,1864,0,1813,51,2011-10-17,2011-10-17,2018-12-31,1813 dias sin _SUCCESS
CLNE,INCOMPLETE_PARTIAL,1864,1820,0,44,2011-10-17,2011-10-17,2018-12-31,44 dias faltantes
CLNS,INCOMPLETE_NO_SUCCESS,509,0,286,223,2017-01-11,2017-01-11,2018-03-01,286 dias sin _SUCCESS
CLNT,INCOMPLETE_NO_SUCCESS,1864,0,1568,296,2011-10-17,2011-10-17,2018-01-05,1568 dias sin _SUCCESS
CLPR,INCOMPLETE_NO_SUCCESS,486,0,474,12,2017-02-13,2017-02-13,2018-12-31,474 dias sin _SUCCESS
CLPS,INCOMPLETE_NO_SUCCESS,156,0,152,4,2018-05-24,2018-05-24,2018-12-31,152 dias sin _SUCCESS
CLRB,INCOMPLETE_NO_SUCCESS,1076,0,1047,29,2014-11-03,2014-11-03,2018-12-31,1047 dias sin _SUCCESS
CLRO,EMPTY,1859,0,0,1859,2011-10-24,,,Directorio vacio
CLSD,INCOMPLETE_NO_SUCCESS,561,0,545,16,2016-10-31,2016-10-31,2018-12-31,545 dias sin _SUCCESS
CLW,INCOMPLETE_NO_SUCCESS,1864,0,1814,50,2011-10-17,2011-10-17,2018-12-31,1814 dias sin _SUCCESS
CLWT,EMPTY,1854,0,0,1854,2011-10-31,,,Directorio vacio
CMCO,INCOMPLETE_NO_SUCCESS,1864,0,1813,51,2011-10-17,2011-10-17,2018-12-31,1813 dias sin _SUCCESS
CMCT,INCOMPLETE_NO_SUCCESS,1076,0,1042,34,2014-11-03,2014-11-03,2018-12-31,1042 dias sin _SUCCESS
CMK,INCOMPLETE_PARTIAL,1864,32,0,1832,2011-10-17,2015-07-27,2015-09-09,1832 dias faltantes
CMLP,INCOMPLETE_NO_SUCCESS,1864,0,996,868,2011-10-17,2011-10-17,2015-09-30,996 dias sin _SUCCESS
CMN,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
CMP,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
CMPR,INCOMPLETE_NO_SUCCESS,1066,0,1037,29,2014-11-17,2014-11-17,2018-12-31,1037 dias sin _SUCCESS
CMRE,INCOMPLETE_NO_SUCCESS,1864,0,1815,49,2011-10-17,2011-10-17,2018-12-31,1815 dias sin _SUCCESS
CMTL,INCOMPLETE_NO_SUCCESS,1864,0,1814,50,2011-10-17,2011-10-17,2018-12-31,1814 dias sin _SUCCESS
CNDT,INCOMPLETE_NO_SUCCESS,515,0,502,13,2017-01-03,2017-01-03,2018-12-31,502 dias sin _SUCCESS
CNET,INCOMPLETE_NO_SUCCESS,1864,0,1806,58,2011-10-17,2011-10-17,2018-12-31,1806 dias sin _SUCCESS
CNIT,INCOMPLETE_NO_SUCCESS,1864,0,1667,197,2011-10-17,2011-10-17,2018-06-01,1667 dias sin _SUCCESS
CNMD,INCOMPLETE_NO_SUCCESS,1864,0,1814,50,2011-10-17,2011-10-17,2018-12-31,1814 dias sin _SUCCESS
CNNE,INCOMPLETE_NO_SUCCESS,287,0,279,8,2017-11-20,2017-11-20,2018-12-31,279 dias sin _SUCCESS
CNNX,INCOMPLETE_NO_SUCCESS,1076,0,798,278,2014-11-03,2014-11-03,2018-01-03,798 dias sin _SUCCESS
CNOB,INCOMPLETE_NO_SUCCESS,1521,0,1482,39,2013-02-12,2013-02-12,2018-12-31,1482 dias sin _SUCCESS
CNTY,INCOMPLETE_NO_SUCCESS,1864,0,1814,50,2011-10-17,2011-10-17,2018-12-31,1814 dias sin _SUCCESS
CNV,MISSING,1063,0,0,1063,2014-11-20,,,TICKER_DIR_MISSING
CNW,INCOMPLETE_NO_SUCCESS,1864,0,1018,846,2011-10-17,2011-10-17,2015-10-29,1018 dias sin _SUCCESS
CNXN,INCOMPLETE_NO_SUCCESS,561,0,545,16,2016-10-31,2016-10-31,2018-12-31,545 dias sin _SUCCESS
CNXR,INCOMPLETE_NO_SUCCESS,1047,0,726,321,2014-12-12,2014-12-12,2017-10-30,726 dias sin _SUCCESS
COB,EMPTY,1348,0,0,1348,2013-10-14,,,Directorio vacio
COBZ,INCOMPLETE_NO_SUCCESS,1864,0,1750,114,2011-10-17,2011-10-17,2018-09-28,1750 dias sin _SUCCESS
COCP,INCOMPLETE_NO_SUCCESS,209,0,205,4,2018-03-12,2018-03-12,2018-12-31,205 dias sin _SUCCESS
CODA,INCOMPLETE_NO_SUCCESS,287,0,279,8,2017-11-20,2017-11-20,2018-12-31,279 dias sin _SUCCESS
CODI,INCOMPLETE_NO_SUCCESS,1864,0,1814,50,2011-10-17,2011-10-17,2018-12-31,1814 dias sin _SUCCESS
CODX,INCOMPLETE_NO_SUCCESS,287,0,280,7,2017-11-20,2017-11-20,2018-12-31,280 dias sin _SUCCESS
COH,INCOMPLETE_NO_SUCCESS,1864,0,1523,341,2011-10-17,2011-10-17,2017-10-30,1523 dias sin _SUCCESS
COHU,INCOMPLETE_NO_SUCCESS,1864,0,1813,51,2011-10-17,2011-10-17,2018-12-31,1813 dias sin _SUCCESS
COL,INCOMPLETE_NO_SUCCESS,1864,0,1792,72,2011-10-17,2011-10-17,2018-11-27,1792 dias sin _SUCCESS
COLL,EMPTY,803,0,0,803,2015-11-23,,,Directorio vacio
CORI,INCOMPLETE_NO_SUCCESS,1215,0,1157,58,2014-04-21,2014-04-21,2018-11-27,1157 dias sin _SUCCESS
COTV,INCOMPLETE_NO_SUCCESS,561,0,458,103,2016-10-31,2016-10-31,2018-08-24,458 dias sin _SUCCESS
COVS,INCOMPLETE_NO_SUCCESS,1348,0,953,395,2013-10-14,2013-10-14,2017-07-26,953 dias sin _SUCCESS
COYN,INCOMPLETE_NO_SUCCESS,803,0,345,458,2015-11-23,2015-11-23,2017-04-06,345 dias sin _SUCCESS
CPF,INCOMPLETE_NO_SUCCESS,1864,0,1814,50,2011-10-17,2011-10-17,2018-12-31,1814 dias sin _SUCCESS
CPHC,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
CPHD,INCOMPLETE_NO_SUCCESS,1864,0,1274,590,2011-10-17,2011-10-17,2016-11-04,1274 dias sin _SUCCESS
CPHR,INCOMPLETE_NO_SUCCESS,1061,0,511,550,2014-11-24,2014-11-24,2016-12-08,511 dias sin _SUCCESS
CPIX,INCOMPLETE_NO_SUCCESS,1864,0,1812,52,2011-10-17,2011-10-17,2018-12-31,1812 dias sin _SUCCESS
CPLA,INCOMPLETE_NO_SUCCESS,1864,0,1709,155,2011-10-17,2011-10-17,2018-08-01,1709 dias sin _SUCCESS
CPPL,INCOMPLETE_NO_SUCCESS,1008,0,511,497,2015-02-09,2015-02-09,2017-02-16,511 dias sin _SUCCESS
CPS,INCOMPLETE_NO_SUCCESS,1345,0,1307,38,2013-10-17,2013-10-17,2018-12-31,1307 dias sin _SUCCESS
CPSH,INCOMPLETE_NO_SUCCESS,1017,0,945,72,2015-01-27,2015-01-27,2018-12-31,945 dias sin _SUCCESS
CPSS,INCOMPLETE_NO_SUCCESS,1864,0,1813,51,2011-10-17,2011-10-17,2018-12-31,1813 dias sin _SUCCESS
CRAI,INCOMPLETE_NO_SUCCESS,1864,0,1813,51,2011-10-17,2011-10-17,2018-12-31,1813 dias sin _SUCCESS
CRBP,INCOMPLETE_NO_SUCCESS,803,0,782,21,2015-11-23,2015-11-23,2018-12-31,782 dias sin _SUCCESS
CRD.A,MISSING,1864,0,0,1864,2011-10-17,,,TICKER_DIR_MISSING
CRD.B,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
CRDS,INCOMPLETE_NO_SUCCESS,1864,0,1471,393,2011-10-17,2011-10-17,2017-08-22,1471 dias sin _SUCCESS
CREG,INCOMPLETE_NO_SUCCESS,1864,0,1811,53,2011-10-17,2011-10-17,2018-12-31,1811 dias sin _SUCCESS
CREX,INCOMPLETE_NO_SUCCESS,32,0,30,2,2018-11-15,2018-11-15,2018-12-31,30 dias sin _SUCCESS
CRI,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
CRIS,INCOMPLETE_NO_SUCCESS,1864,0,1813,51,2011-10-17,2011-10-17,2018-12-31,1813 dias sin _SUCCESS
CRMD,INCOMPLETE_NO_SUCCESS,1864,0,1802,62,2011-10-17,2011-10-17,2018-12-31,1802 dias sin _SUCCESS
CRME,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
CRMT,INCOMPLETE_NO_SUCCESS,1864,0,1813,51,2011-10-17,2011-10-17,2018-12-31,1813 dias sin _SUCCESS
CRNT,INCOMPLETE_NO_SUCCESS,1864,0,1814,50,2011-10-17,2011-10-17,2018-12-31,1814 dias sin _SUCCESS
CRON,INCOMPLETE_NO_SUCCESS,218,0,216,2,2018-02-27,2018-02-27,2018-12-31,216 dias sin _SUCCESS
CRT,MISSING,1864,0,0,1864,2011-10-17,,,TICKER_DIR_MISSING
CRTN,INCOMPLETE_NO_SUCCESS,1076,0,749,327,2014-11-03,2014-11-03,2017-11-14,749 dias sin _SUCCESS
CRVS,INCOMPLETE_NO_SUCCESS,561,0,546,15,2016-10-31,2016-10-31,2018-12-31,546 dias sin _SUCCESS
CRWS,EMPTY,1862,0,0,1862,2011-10-19,,,Directorio vacio
CSAL,INCOMPLETE_NO_SUCCESS,803,0,316,487,2015-11-23,2015-11-23,2017-02-24,316 dias sin _SUCCESS
CSBK,INCOMPLETE_NO_SUCCESS,1864,0,1624,240,2011-10-17,2011-10-17,2018-03-30,1624 dias sin _SUCCESS
CSBR,INCOMPLETE_NO_SUCCESS,793,0,759,34,2015-12-07,2015-12-07,2018-12-31,759 dias sin _SUCCESS
CSC,INCOMPLETE_NO_SUCCESS,1864,0,1373,491,2011-10-17,2011-10-17,2017-03-31,1373 dias sin _SUCCESS
CSG,EMPTY,1348,0,0,1348,2013-10-14,,,Directorio vacio
CSIQ,INCOMPLETE_NO_SUCCESS,1864,0,1820,44,2011-10-17,2011-10-17,2018-12-31,1820 dias sin _SUCCESS
CSPI,EMPTY,1854,0,0,1854,2011-10-31,,,Directorio vacio
CSRA,INCOMPLETE_NO_SUCCESS,798,0,591,207,2015-11-30,2015-11-30,2018-04-04,591 dias sin _SUCCESS
CST,INCOMPLETE_NO_SUCCESS,1464,0,1047,417,2013-05-02,2013-05-02,2017-06-27,1047 dias sin _SUCCESS
CSTE,INCOMPLETE_NO_SUCCESS,1749,0,1703,46,2012-03-26,2012-03-26,2018-12-31,1703 dias sin _SUCCESS
CSV,INCOMPLETE_PARTIAL,1864,30,0,1834,2011-10-17,2015-07-27,2015-09-04,1834 dias faltantes
CSWC,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
CTBI,INCOMPLETE_NO_SUCCESS,1864,0,1813,51,2011-10-17,2011-10-17,2018-12-31,1813 dias sin _SUCCESS
CTMX,INCOMPLETE_NO_SUCCESS,803,0,781,22,2015-11-23,2015-11-23,2018-12-31,781 dias sin _SUCCESS
CTO,MISSING,1864,0,0,1864,2011-10-17,,,TICKER_DIR_MISSING
CTRN,INCOMPLETE_NO_SUCCESS,1864,0,1813,51,2011-10-17,2011-10-17,2018-12-31,1813 dias sin _SUCCESS
CTS,INCOMPLETE_NO_SUCCESS,1864,0,587,1277,2011-10-17,2011-10-17,2014-02-14,587 dias sin _SUCCESS
CTSO,INCOMPLETE_NO_SUCCESS,1040,0,1013,27,2014-12-23,2014-12-23,2018-12-31,1013 dias sin _SUCCESS
CTW,INCOMPLETE_NO_SUCCESS,1864,0,1722,142,2011-10-17,2011-10-17,2018-08-20,1722 dias sin _SUCCESS
CTXR,INCOMPLETE_NO_SUCCESS,287,0,279,8,2017-11-20,2017-11-20,2018-12-31,279 dias sin _SUCCESS
CUB,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
CUBN,EMPTY,779,0,0,779,2015-12-28,,,Directorio vacio
CUDA,INCOMPLETE_NO_SUCCESS,1328,0,1070,258,2013-11-11,2013-11-11,2018-02-09,1070 dias sin _SUCCESS
CUE,INCOMPLETE_NO_SUCCESS,254,0,247,7,2018-01-08,2018-01-08,2018-12-31,247 dias sin _SUCCESS
CULP,INCOMPLETE_NO_SUCCESS,287,0,279,8,2017-11-20,2017-11-20,2018-12-31,279 dias sin _SUCCESS
CUNB,INCOMPLETE_NO_SUCCESS,1580,0,1234,346,2012-11-19,2012-11-19,2017-10-20,1234 dias sin _SUCCESS
CVC,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
CVEO,INCOMPLETE_NO_SUCCESS,1076,0,1048,28,2014-11-03,2014-11-03,2018-12-31,1048 dias sin _SUCCESS
CVG,INCOMPLETE_NO_SUCCESS,1864,0,1754,110,2011-10-17,2011-10-17,2018-10-04,1754 dias sin _SUCCESS
CVGI,INCOMPLETE_NO_SUCCESS,1864,0,1813,51,2011-10-17,2011-10-17,2018-12-31,1813 dias sin _SUCCESS
CVGW,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
CVO,EMPTY,1864,0,0,1864,2011-10-17,,,Directorio vacio
CVV,MISSING,1864,0,0,1864,2011-10-17,,,TICKER_DIR_MISSING
